KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
bioportal-lipro,Lipid Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-lnc,Logical Observation Identifier Names and Codes,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ma,Mouse adult gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mao,Multiple alignment,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mat,Minimal anatomical terminology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mcbcc,Breast tissue cell lines,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mccl,Cell line ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mccl_x1,Cell line ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mcv,MIxS Controlled Vocabularies,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mddb,Master Drug Data Base,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mdr,MedDRA,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-medlineplus,MedlinePlus Health Topics,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mego,MeGO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mesh-owl,MESH Thesaurus (OWL version),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mf,Mental Functioning Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mfo,Medaka fish anatomy and development,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mfoem,Emotion Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mhc,MaHCO - An MHC Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mi,Protein-protein interaction,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-miro,Mosquito insecticide resistance,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mmo,Measurement Method Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mo,MGED Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mod,Protein modification,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mp,Mammalian phenotype,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mpath,Mouse pathology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ms,Mass spectrometry,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-msh,Medical Subject Headings,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-mthch,Metathesaurus CPT Hierarchical Terms,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-natpro,Natural Products Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ncbitaxon,NCBI organismal classification,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ncit,NCI Thesaurus,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nddf,National Drug Data File,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ndfrt,National Drug File,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nemo_x1,Neural ElectroMagnetic Ontologies,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-neomark,Neomark Oral Cancer Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-neomarkontology,Neomark Oral Cancer-Centred Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nif,NIFSTD,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nif_cell,NIF Cell,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nif_dysfunction,NIF Dysfunction,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nigo,Neural-Immune Gene Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nmr,NMR-instrument specific component of metabolomics investigations,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-nonrctontology,Non Randomized Controlled Trials Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-npo,NanoParticle Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-oae,Ontology of Adverse Events (OAE),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-obi,Ontology for Biomedical Investigations,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-oboe,OBOE,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-oboe-sbc,OBOE SBC,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ocre,Ontology of Clinical Research (OCRe),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-odgi,Ontology for disease genetic investigation,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ogi,Ontology for Genetic Interval,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ogmd,Ontology of Glucose Metabolism Disorder,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ogms,Ontology for General Medical Science,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-omim,Online Mendelian Inheritance in Man,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-omit,Ontology for MicroRNA Target Prediction,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-omrse,Ontology of Medically Related Social Entities,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-ontodm,Ontology of Data Mining,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ontodt,Ontology of General Purpose Datatypes,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ontoorpha,Orphanet Ontology of Rare Diseases,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-opl,Ontology for Parasite LifeCycle,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pato,Phenotypic quality,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pdq,Physician Data Query,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pedterm,Pediatric Terminology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-peo,Parasite Experiment Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-phare,PHARE,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pko,PKO_Re,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pma,PMA 2010,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pmr,Physical Medicine and Rehabilitation,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-po,Plant Anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-po_x1,Plant Growth and Development Stage,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-po_x2,Plant Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pr,PRotein Ontology (PRO),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-propreo,Proteomics data and process provenance,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-pw,Pathway ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rcd,"Read Codes, Clinical Terms Version 3 (CTV3)",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rctontology,Randomized Controlled Trials (RCT) Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-repo,Reproductive trait and phenotype ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rex,Physico-chemical process,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rid,RadLex,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rnao,RNA ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-roleo,Role Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rs,Rat Strain Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-rxnorm,RxNORM,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sao,Subcellular Anatomy Ontology (SAO),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sbo,Systems Biology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sbro,Smoking Behavior Risk Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sdo,Sleep Domain Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sep,Sample processing and separation techniques,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-shr,Student Health Record,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sio,SemanticScience Integrated Ontology,,[],True,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
bioportal-sitbac,Situation-Based Access Control,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-snomedct,SNOMED Clinical Terms,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-snpo,SNP-Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-so_x1,Sequence types and features,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sopharm,Suggested Ontology for Pharmacogenomics,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-soy,SoyOntology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-spd,Spider Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-spto,Solanaceae Phenotype Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-sso,Syndromic Surveillance Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-swo,Software Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tads,Tick gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tao,Teleost Anatomy Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-taxrank,Taxonomic rank vocabulary,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-teddy,Terminology for the Description of Dynamics,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-teo,Time Event Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tgma,Mosquito gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-thesaurus,thesaurus,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tm-signs-and-sympts,Traditional Medicine Signs and Symptoms Value Set,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tmo,Translational Medicine Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-to,Plant Trait Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tok,TOK_Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-tto,Teleost taxonomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-uberon,Uber anatomy ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-unitsontology,Units Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-uo,Units of measurement,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vandf,VANDF,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vao,Vertebrate Anatomy Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vhog,vertebrate Homologous Organ Groups,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vivo,VIVO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vo,Vaccine Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-vt,Vertebrate Trait Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-wbbt,C. elegans gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-wbls,C. elegans development,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-wbphenotype,C. elegans phenotype,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-who,WHO Adverse Reaction Terminology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-xao,Xenopus anatomy and development,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-xco,Experimental Conditions Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ypo,Yeast phenotypes,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-zfa,Zebrafish anatomy and development,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
biosamples-rdf,BioSamples RDF,https://www.ebi.ac.uk/rdf/services/biosamples/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.36,0
Catch_Record_(2014-_2019),Norway catch records dataset @PSNC,https://www.foodie-cloud.org/sparql,[],False,1,0.2,1,0.44,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.36,1
chem2bio2rdf,Chem2Bio2RDF,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
chembl-rdf,ChEMBL RDF,https://www.ebi.ac.uk/rdf/services/chembl/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.63,0
chemdb-basicInfo,chemdb  dataset,http://chemdb.semweb.csdb.cn/sparql,[],False,1,0.9994,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.99,0
chemdb-estimatedProperties,chemdb estimated properties dataset,http://chemdb.semweb.csdb.cn/sparql,[],False,1,0.9994,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.99,0
chemdb-phaseTransition,chemdb phase transition dataset,http://chemdb.semweb.csdb.cn/sparql,[],False,1,0.9664,1,0.44,0,1,0.73,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.98,0
chemdb-thermochemistry,chemdb thermochemistry dataset,http://chemdb.semweb.csdb.cn/sparql,[],False,1,0.9998,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.99,0
ckan,Comprehensive Knowledge Archive Network,http://semantic.ckan.net/sparql/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
CoDa,Cooperation Databank,https://api.cooperationdatabank.org/datasets/coda/databank/services/databank/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
CoLChina_sp2000,Catalogue of Life in China 2003 Edition,http://ioz.semweb.csdb.cn/CoLChina_sp2000/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0.75,2.44,0
Covid-on-the-Web,Covid-on-the-Web Dataset,https://covidontheweb.inria.fr/sparql,"['https://doi.org/10.5281/zenodo.4247134', 'https://doi.org/10.5281/zenodo.5603369']",False,1,0.0,1,0.89,1,1,0.82,1.0,1,1.0,1,1.0,1,1,0.53,1,0.88,1,1,1,1.0,3.7,1
cz-eh-1-atc,ATC groups,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
cz-sidc-drug-ingredients,Active ingredients of medicinal products available in Czech Republic,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
cz-sidc-drugs,Medicinal products marketed in Czech Republic,http://linked.opendata.cz/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
disgenet,DisGeNET,http://rdf.disgenet.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
